iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BGD,Asia,Bangladesh,3/29/2021,600895,5181,3886.857,8949,45,32.714,3613.243,31.154,23.372,53.811,0.271,0.197,1.56,,,,,,,,,28195,4616591,27.76,0.17,26470,0.159,0.1468,6.8,tests performed,5319679,5319679,,,,58254,3.2,3.2,,,350,58254,0.035,81.02,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/30/2021,605937,5042,4099.429,8994,45,36.571,3643.561,30.318,24.65,54.082,0.271,0.22,1.53,,,,,,,,,26620,4643211,27.92,0.16,26565,0.16,0.1543,6.5,tests performed,,,,,,50654,,,,,305,50654,0.03,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,3/31/2021,611295,5358,4355.286,9046,52,40.429,3675.78,32.218,26.189,54.395,0.313,0.243,1.54,,,,,,,,,26931,4670142,28.082,0.162,26484,0.159,0.1644,6.1,tests performed,5370431,5370431,,,,43055,3.23,3.23,,,259,43055,0.026,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/1/2021,617764,6469,4767,9105,59,44,3714.678,38.899,28.664,54.749,0.355,0.265,1.56,,,,,,,,,28198,4698340,28.252,0.17,26648,0.16,0.1789,5.6,tests performed,5412691,5412691,,,42260,39034,3.25,3.25,,,235,39034,0.023,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/2/2021,624594,6830,5208.857,9155,50,46.429,3755.748,41.069,31.321,55.05,0.301,0.279,1.55,,,,,,,,,29339,4727679,28.428,0.176,26950,0.162,0.1933,5.2,tests performed,,,,,,35450,,,,,213,35450,0.021,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/3/2021,630277,5683,5495.857,9213,58,49.143,3789.92,34.172,33.047,55.399,0.349,0.296,1.51,,,,,,,,,24548,4752227,28.576,0.148,26567,0.16,0.2069,4.8,tests performed,5452634,5452634,,,,31867,3.28,3.28,,,192,31867,0.019,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/4/2021,637364,7087,5950,9266,53,51.714,3832.535,42.615,35.778,55.717,0.319,0.311,1.46,,,,,,,,,30724,4782951,28.76,0.185,27794,0.167,0.2141,4.7,tests performed,5498172,5498172,,,45538,31936,3.31,3.31,,,192,31936,0.019,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/5/2021,644439,7075,6220.571,9318,52,52.714,3875.078,42.543,37.405,56.03,0.313,0.317,1.37,,,,,,,,,30239,4813190,28.942,0.182,28086,0.169,0.2215,4.5,tests performed,5539494,5539494,,,41322,31402,3.33,3.33,,,189,31402,0.019,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/6/2021,651652,7213,6530.714,9384,66,55.714,3918.45,43.373,39.27,56.427,0.397,0.335,1.3,,,,,,,,,34311,4847501,29.149,0.206,29184,0.175,0.2238,4.5,tests performed,,,,,,29863,,,,,180,29863,0.018,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/7/2021,659278,7626,6854.714,9447,63,57.286,3964.306,45.856,41.218,56.806,0.379,0.344,1.26,,,,,,,,,34630,4882131,29.357,0.208,30284,0.182,0.2263,4.4,tests performed,5568703,5568703,,,,28325,3.35,3.35,,,170,28325,0.017,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/8/2021,666132,6854,6909.714,9521,74,59.429,4005.52,41.214,41.549,57.251,0.445,0.357,1.2,,,,,,,,,33193,4915324,29.556,0.2,30998,0.186,0.2229,4.5,tests performed,5664830,5583507,81323,,96127,36020,3.41,3.36,0.05,,217,24402,0.015,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/9/2021,673594,7462,7000,9584,63,61.286,4050.39,44.87,42.092,57.63,0.379,0.369,1.16,,,,,,,,,31654,4946978,29.747,0.19,31328,0.188,0.2234,4.5,tests performed,,,,,,44356,,,,,267,22974,0.014,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/10/2021,678937,5343,6951.429,9661,77,64,4082.518,32.128,41.8,58.093,0.463,0.385,1.1,,,,,,,,,26077,4973055,29.903,0.157,31547,0.19,0.2204,4.5,tests performed,5821476,5603450,218026,,,52692,3.5,3.37,0.13,,317,21545,0.013,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/11/2021,684756,5819,6770.286,9739,78,67.571,4117.508,34.99,40.71,58.562,0.469,0.406,1.05,,,,,,,,,29376,5002431,30.08,0.177,31354,0.189,0.2159,4.6,tests performed,6010824,5627107,383717,,189348,73236,3.61,3.38,0.23,,440,18419,0.011,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/12/2021,691957,7201,6788.286,9822,83,72,4160.809,43.3,40.819,59.061,0.499,0.433,0.99,,,,,,,,,34968,5037399,30.29,0.21,32030,0.193,0.2119,4.7,tests performed,6172159,5649563,522596,,161335,90381,3.71,3.4,0.31,,543,15724,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/13/2021,697985,6028,6619,9891,69,72.429,4197.056,36.247,39.801,59.476,0.415,0.436,0.91,,,,,,,,,32955,5070354,30.489,0.198,31836,0.191,0.2079,4.8,tests performed,,,,,,109479,,,,,658,15415,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/14/2021,703170,5185,6270.286,9987,96,77.143,4228.233,31.178,37.704,60.053,0.577,0.464,0.83,,,,,,,,,24825,5095179,30.638,0.149,30435,0.183,0.206,4.9,tests performed,,,,,,128577,,,,,773,15106,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/15/2021,707362,4192,5890,10081,94,80,4253.44,25.207,35.417,60.618,0.565,0.481,0.79,,,,,,,,,19959,5115138,30.758,0.12,28545,0.172,0.2063,4.8,tests performed,6617036,5686885,930151,,,136029,3.98,3.42,0.56,,818,14768,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/16/2021,711779,4417,5455,10182,101,85.429,4280,26.56,32.801,61.225,0.607,0.514,0.79,,,,,,,,,18906,5134044,30.872,0.114,26724,0.161,0.2041,4.9,tests performed,,,,,,146920,,,,,883,14639,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/17/2021,715252,3473,5187.857,10283,101,88.857,4300.884,20.884,31.195,61.833,0.607,0.534,0.79,,,,,,,,,16185,5150229,30.969,0.097,25311,0.152,0.205,4.9,tests performed,,,,,,157810,,,,,949,14510,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/18/2021,718950,3698,4884.857,10385,102,92.286,4323.12,22.236,29.373,62.446,0.613,0.555,0.79,,,,,,,,,19404,5169633,31.086,0.117,23886,0.144,0.2045,4.9,tests performed,7080699,5714090,1366609,,,152839,4.26,3.44,0.82,,919,12426,0.007,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/19/2021,723221,4271,4466.286,10497,112,96.429,4348.802,25.682,26.856,63.12,0.673,0.58,0.79,,,,,,,,,24152,5193785,31.231,0.145,22341,0.134,0.1999,5,tests performed,,,,,,154261,,,,,928,11432,0.007,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/20/2021,727780,4559,4256.429,10588,91,99.571,4376.216,27.414,25.594,63.667,0.547,0.599,0.79,,,,,,,,,27056,5220841,31.393,0.163,21498,0.129,0.198,5.1,tests performed,7423274,5745085,1678189,,,157546,4.46,3.45,1.01,,947,11869,0.007,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/21/2021,732060,4280,4127.143,10683,95,99.429,4401.952,25.736,24.817,64.238,0.571,0.598,0.79,,,,,,,,,28408,5249249,31.564,0.171,22010,0.132,0.1875,5.3,tests performed,,,,,,159461,,,,,959,12492,0.008,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/22/2021,736074,4014,4101.714,10781,98,100,4426.089,24.137,24.664,64.827,0.589,0.601,0.79,,,,,,,,,27429,5276678,31.729,0.165,23077,0.139,0.1777,5.6,tests performed,7746661,5778686,1967975,,,161375,4.66,3.47,1.18,,970,13114,0.008,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/23/2021,739703,3629,3989.143,10869,88,98.143,4447.91,21.822,23.987,65.356,0.529,0.59,0.78,,,,,,,,,25896,5302574,31.885,0.156,24076,0.145,0.1657,6,tests performed,,,,,,154118,,,,,927,13261,0.008,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/24/2021,742400,2697,3878.286,10952,83,95.571,4464.127,16.217,23.321,65.856,0.499,0.575,0.77,,,,,,,,,20571,5323145,32.009,0.124,24702,0.149,0.157,6.4,tests performed,7954176,5798880,2155296,,,146862,4.78,3.49,1.3,,883,13408,0.008,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/25/2021,745322,2922,3767.429,11053,101,95.429,4481.698,17.57,22.654,66.463,0.607,0.574,0.75,,,,,,,,,21922,5345067,32.14,0.132,25062,0.151,0.1503,6.7,tests performed,8145266,5818400,2326866,,191090,152081,4.9,3.5,1.4,,914,14901,0.009,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/26/2021,748628,3306,3629.571,11150,97,93.286,4501.577,19.879,21.825,67.046,0.583,0.561,0.72,,,,,,,,,25786,5370853,32.295,0.155,25295,0.152,0.1435,7,tests performed,8277514,5819291,2458223,,132248,146504,4.98,3.5,1.48,,881,12815,0.008,88.89,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/27/2021,751659,3031,3411.286,11228,78,91.429,4519.803,18.226,20.512,67.515,0.469,0.55,0.69,,,,,,,,,24237,5395090,32.441,0.146,24893,0.15,0.137,7.3,tests performed,8398700,5819616,2579084,,121186,139347,5.05,3.5,1.55,,838,10647,0.006,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/28/2021,754614,2955,3222,11305,77,88.857,4537.572,17.769,19.374,67.978,0.463,0.534,0.66,,,,,,,,,24237,5419327,32.587,0.146,24297,0.146,0.1326,7.5,tests performed,8517801,5819646,2698155,,119101,133262,5.12,3.5,1.62,,801,8252,0.005,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/29/2021,756955,2341,2983,11393,88,87.429,4551.648,14.077,17.937,68.507,0.529,0.526,0.64,,,,,,,,,24928,5444255,32.737,0.15,23940,0.144,0.1246,8,tests performed,8625350,5819656,2805694,,107549,125527,5.19,3.5,1.69,,755,5853,0.004,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,4/30/2021,759132,2177,2775.571,11450,57,83,4564.739,13.091,16.69,68.85,0.343,0.499,0.63,,,,,,,,,21046,5465301,32.863,0.127,23247,0.14,0.1194,8.4,tests performed,,,,,,116924,,,,,703,4413,0.003,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/1/2021,760584,1452,2597.714,11510,60,79.714,4573.47,8.731,15.62,69.211,0.361,0.479,0.62,,,,,,,,,15117,5480418,32.954,0.091,22468,0.135,0.1156,8.6,tests performed,,,,,,108320,,,,,651,2973,0.002,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/2/2021,761943,1359,2374.429,11579,69,75.143,4581.642,8.172,14.278,69.626,0.415,0.452,0.6,,,,,,,,,14158,5494576,33.039,0.085,21358,0.128,0.1112,9,tests performed,8755950,5819709,2936241,,,87241,5.27,3.5,1.77,,525,187,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/3/2021,763682,1739,2150.571,11644,65,70.571,4592.098,10.457,12.932,70.017,0.391,0.424,0.6,,,,,,,,,13431,5508007,33.12,0.081,19593,0.118,0.1098,9.1,tests performed,8842888,5819719,3023169,,86938,80768,5.32,3.5,1.82,,486,61,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/4/2021,765596,1914,1991,11705,61,68.143,4603.607,11.509,11.972,70.383,0.367,0.41,0.61,,,,,,,,,21984,5529991,33.252,0.132,19272,0.116,0.1033,9.7,tests performed,8926466,5819757,3106709,,83578,75395,5.37,3.5,1.87,,453,20,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/5/2021,767338,1742,1817.714,11755,50,64.286,4614.082,10.475,10.93,70.684,0.301,0.387,0.63,,,,,,,,,20284,5550275,33.374,0.122,18707,0.112,0.0972,10.3,tests performed,9030320,5819811,3210509,,103854,73217,5.43,3.5,1.93,,440,24,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/6/2021,769160,1822,1743.571,11796,41,57.571,4625.038,10.956,10.484,70.931,0.247,0.346,0.67,,,,,,,,,21585,5571860,33.504,0.13,18229,0.11,0.0956,10.5,tests performed,9133278,5819854,3313424,,102958,72561,5.49,3.5,1.99,,436,28,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/7/2021,770842,1682,1672.857,11833,37,54.714,4635.152,10.114,10.059,71.153,0.222,0.329,0.7,,,,,,,,,17013,5588873,33.606,0.102,17653,0.106,0.0948,10.6,tests performed,,,,,,72636,,,,,437,26,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/8/2021,772127,1285,1649,11878,45,52.571,4642.879,7.727,9.916,71.424,0.271,0.316,0.71,,,,,,,,,14703,5603576,33.695,0.088,17594,0.106,0.0937,10.7,tests performed,9221387,5819856,3401531,,,72710,5.54,3.5,2.05,,437,24,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/9/2021,773513,1386,1652.857,11934,56,50.714,4651.213,8.334,9.939,71.76,0.337,0.305,0.7,,,,,,,,,16915,5620491,33.797,0.102,17988,0.108,0.0919,10.9,tests performed,9316086,5819900,3496186,,94699,80019,5.6,3.5,2.1,,481,27,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/10/2021,775027,1514,1620.714,11972,38,46.857,4660.317,9.104,9.746,71.989,0.228,0.282,0.66,,,,,,,,,16848,5637339,33.898,0.101,18476,0.111,0.0877,11.4,tests performed,,,,,,74553,,,,,448,27,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/11/2021,776257,1230,1523,12005,33,42.857,4667.713,7.396,9.158,72.187,0.198,0.258,0.6,,,,,,,,,14184,5651523,33.983,0.085,17362,0.104,0.0877,11.4,tests performed,9413433,5819910,3593523,,,69567,5.66,3.5,2.16,,418,22,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/12/2021,777397,1140,1437,12045,40,41.429,4674.568,6.855,8.641,72.428,0.241,0.249,0.58,,,,,,,,,15296,5666819,34.075,0.092,16649,0.1,0.0863,11.6,tests performed,9471065,5819912,3651153,,57632,62964,5.7,3.5,2.2,,379,14,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/13/2021,778687,1290,1361,12076,31,40,4682.325,7.757,8.184,72.614,0.186,0.241,0.58,,,,,,,,,13471,5680290,34.156,0.081,15490,0.093,0.0879,11.4,tests performed,,,,,,50003,,,,,301,8,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/14/2021,779535,848,1241.857,12102,26,38.429,4687.424,5.099,7.467,72.771,0.156,0.231,0.56,,,,,,,,,7835,5688125,34.203,0.047,14179,0.085,0.0876,11.4,tests performed,,,,,,45457,,,,,273,8,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/15/2021,779796,261,1095.571,12124,22,35.143,4688.993,1.569,6.588,72.903,0.132,0.211,0.55,,,,,,,,,3758,5691883,34.226,0.023,12615,0.076,0.0868,11.5,tests performed,,,,,,40911,,,,,246,8,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/16/2021,780159,363,949.429,12149,25,30.714,4691.176,2.183,5.709,73.053,0.15,0.185,0.58,,,,,,,,,5430,5697313,34.259,0.033,10975,0.066,0.0865,11.6,tests performed,9519995,5819912,3700083,,,29130,5.72,3.5,2.22,,175,2,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/17/2021,780857,698,832.857,12181,32,29.857,4695.373,4.197,5.008,73.246,0.192,0.18,0.7,,,,,,,,,10347,5707660,34.321,0.062,10046,0.06,0.0829,12.1,tests performed,9576935,5819912,3757023,,56940,30311,5.76,3.5,2.26,,182,1,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/18/2021,782129,1272,838.857,12211,30,29.429,4703.022,7.649,5.044,73.426,0.18,0.177,0.86,,,,,,,,,16855,5724515,34.422,0.101,10427,0.063,0.0805,12.4,tests performed,9639289,5823201,3816088,,62354,32265,5.8,3.5,2.29,,194,470,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/19/2021,783737,1608,905.714,12248,37,29,4712.691,9.669,5.446,73.648,0.222,0.174,1,,,,,,,,,20528,5745043,34.546,0.123,11175,0.067,0.081,12.3,tests performed,9650852,5823201,3827651,,11563,25684,5.8,3.5,2.3,,154,470,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/20/2021,785194,1457,929.571,12284,36,29.714,4721.452,8.761,5.59,73.865,0.216,0.179,1.07,,,,,,,,,19437,5764480,34.662,0.117,12027,0.072,0.0773,12.9,tests performed,9748408,5823201,3925207,,97556,37873,5.86,3.5,2.36,,228,470,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/21/2021,786698,1504,1023.286,12310,26,29.714,4730.496,9.044,6.153,74.021,0.156,0.179,1.1,,,,,,,,,18294,5782774,34.772,0.11,13521,0.081,0.0757,13.2,tests performed,,,,,,39087,,,,,235,470,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/22/2021,787726,1028,1132.857,12348,38,32,4736.677,6.181,6.812,74.25,0.228,0.192,1.11,,,,,,,,,12230,5795004,34.846,0.074,14732,0.089,0.0769,13,tests performed,9789875,5823201,3966674,,,40302,5.89,3.5,2.39,,242,470,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/23/2021,789080,1354,1274.429,12376,28,32.429,4744.819,8.142,7.663,74.418,0.168,0.195,1.11,,,,,,,,,15205,5810209,34.937,0.091,16128,0.097,0.079,12.7,tests performed,,,,,,44139,,,,,265,472,0,83.33,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/24/2021,790521,1441,1380.571,12401,25,31.429,4753.484,8.665,8.302,74.568,0.15,0.189,1.09,,,,,,,,,17683,5827892,35.044,0.106,17176,0.103,0.0804,12.4,tests performed,9868062,5823231,4044831,,,41590,5.93,3.5,2.43,,250,474,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/25/2021,792196,1675,1438.143,12441,40,32.857,4763.556,10.072,8.648,74.809,0.241,0.198,1.07,,,,,,,,,16624,5844516,35.144,0.1,17143,0.103,0.0839,11.9,tests performed,9901717,5823231,4078486,,33655,37490,5.95,3.5,2.45,,225,4,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/26/2021,793693,1497,1422.286,12458,17,30,4772.558,9.002,8.552,74.911,0.102,0.18,1.03,,,,,,,,,16434,5860950,35.242,0.099,16558,0.1,0.0859,11.6,tests performed,,,,,,38502,,,,,232,5,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/27/2021,794985,1292,1398.714,12480,22,28,4780.327,7.769,8.411,75.044,0.132,0.168,1.02,,,,,,,,,16434,5877384,35.341,0.099,16129,0.097,0.0867,11.5,tests performed,9939018,5823245,4115773,,,27230,5.98,3.5,2.47,,164,6,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/28/2021,796343,1358,1377.857,12511,31,28.714,4788.492,8.166,8.285,75.23,0.186,0.173,1.04,,,,,,,,,14606,5891990,35.429,0.088,15602,0.094,0.0883,11.3,tests performed,,,,,,25763,,,,,155,6,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
BGD,Asia,Bangladesh,5/29/2021,797386,1043,1380,12549,38,28.714,4794.764,6.272,8.298,75.458,0.228,0.173,1.09,,,,,,,,,13184,5905174,35.508,0.079,15739,0.095,0.0877,11.4,tests performed,9959947,5823245,4136702,,,24296,5.99,3.5,2.49,,146,6,0,66.67,166303494,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,,,,
